qid,vid,query,pred_start,pred_end,conf,iou,category
6950,qBe1PUrRHUo_510.0_660.0,"A young woman reading in bed finally finishes the book ""Atomic Habits"" after many months and really liked it",40.0,68.0,0.0,0.5555555555555556,bg
6950,qBe1PUrRHUo_510.0_660.0,"A young woman reading in bed finally finishes the book ""Atomic Habits"" after many months and really liked it",52.0,84.0,0.0,0.6666666666666666,bg
6950,qBe1PUrRHUo_510.0_660.0,"A young woman reading in bed finally finishes the book ""Atomic Habits"" after many months and really liked it",8.0,22.0,0.0,0.0,bg
6950,qBe1PUrRHUo_510.0_660.0,"A young woman reading in bed finally finishes the book ""Atomic Habits"" after many months and really liked it",122.0,146.0,0.0,0.0,bg
6950,qBe1PUrRHUo_510.0_660.0,"A young woman reading in bed finally finishes the book ""Atomic Habits"" after many months and really liked it",48.0,60.0,0.0,0.42857142857142855,bg
6950,qBe1PUrRHUo_510.0_660.0,"A young woman reading in bed finally finishes the book ""Atomic Habits"" after many months and really liked it",26.0,34.0,0.0,0.0,bg
6950,qBe1PUrRHUo_510.0_660.0,"A young woman reading in bed finally finishes the book ""Atomic Habits"" after many months and really liked it",72.0,118.0,0.0,0.05714285714285714,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,72.0,86.0,0.9755,0.0,fg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,12.0,28.0,0.4093,0.13333333333333333,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,46.0,62.0,0.0131,0.0,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,88.0,96.0,0.0025,0.0,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,8.0,22.0,0.0001,0.0,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,72.0,84.0,0.0,0.0,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,112.0,132.0,0.0,0.0,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,34.0,46.0,0.0,0.36363636363636365,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,54.0,98.0,0.0,0.0,bg
8108,qBe1PUrRHUo_60.0_210.0,A woman is looking through a clear plastic container with different clothes in it.,104.0,124.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,46.0,60.0,0.9399,0.3333333333333333,fg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,118.0,136.0,0.1304,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,128.0,142.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,28.0,40.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,78.0,90.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,42.0,50.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,10.0,22.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,70.0,112.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,96.0,110.0,0.0,0.0,bg
9073,qBe1PUrRHUo_510.0_660.0,Woman holds up a book lying in bed.,62.0,74.0,0.0,0.36363636363636365,bg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,30.0,62.0,0.9995,0.7058823529411765,fg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,74.0,86.0,0.9447,0.42857142857142855,fg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,58.0,74.0,0.9163,0.375,fg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,100.0,106.0,0.607,0.3333333333333333,fg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,12.0,20.0,0.1131,0.0,bg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,40.0,52.0,0.0126,0.46153846153846156,bg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,82.0,88.0,0.0003,0.75,bg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,112.0,120.0,0.0,0.0,bg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,134.0,144.0,0.0,0.0,bg
4427,Ci4jrBQXtTI_60.0_210.0,Woman has a photoshoot of flowers.,62.0,100.0,0.0,0.21052631578947367,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,52.0,150.0,0.9984,0.8979591836734694,fg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,24.0,30.0,0.9977,0.3333333333333333,fg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,50.0,108.0,0.0844,0.46,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,90.0,144.0,0.0717,0.6136363636363636,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,40.0,146.0,0.0472,0.7636363636363637,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,26.0,34.0,0.0439,0.8,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,14.0,24.0,0.0183,0.0,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,52.0,60.0,0.0045,0.8,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,120.0,150.0,0.0013,0.3409090909090909,bg
4627,Ci4jrBQXtTI_210.0_360.0,Woman in black top stands between a bookcase and a plant.,86.0,112.0,0.0,0.29545454545454547,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,138.0,150.0,0.9947,0.8571428571428571,fg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,24.0,44.0,0.0013,0.0,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,102.0,112.0,0.0,0.0,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,48.0,66.0,0.0,0.0,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,82.0,92.0,0.0,0.0,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,8.0,20.0,0.0,0.0,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,60.0,104.0,0.0,0.0,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,76.0,88.0,0.0,0.0,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,138.0,148.0,0.0,0.7142857142857143,bg
5690,Ci4jrBQXtTI_360.0_510.0,The screen gives their social media handles.,42.0,54.0,0.0,0.0,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,58.0,76.0,0.994,0.2222222222222222,fg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,0.0,12.0,0.2611,0.8333333333333334,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,34.0,50.0,0.0891,0.0,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,0.0,6.0,0.0011,0.3333333333333333,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,98.0,112.0,0.0005,0.0,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,24.0,98.0,0.0003,0.05405405405405406,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,76.0,84.0,0.0,0.25,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,68.0,76.0,0.0,0.5,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,20.0,28.0,0.0,0.16666666666666666,bg
2363,Z-L9RjWBTHg_360.0_510.0,Different store fronts are shown in a mall area.,106.0,120.0,0.0,0.0,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,74.0,88.0,0.9659,0.42857142857142855,fg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,10.0,38.0,0.9452,0.42857142857142855,fg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,102.0,114.0,0.2782,0.4444444444444444,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,118.0,130.0,0.0091,0.3333333333333333,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,54.0,70.0,0.0006,0.0,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,84.0,92.0,0.0001,0.0,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,36.0,108.0,0.0,0.16216216216216217,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,6.0,20.0,0.0,0.5714285714285714,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,130.0,144.0,0.0,0.3888888888888889,bg
5566,Z-L9RjWBTHg_210.0_360.0,Vloggers give a tour of a indoor mall.,38.0,50.0,0.0,0.0,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,0.0,106.0,0.9994,0.0,fg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,0.0,60.0,0.657,0.0,fg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,70.0,98.0,0.0388,0.0,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,116.0,138.0,0.0306,0.11764705882352941,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,44.0,72.0,0.0004,0.0,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,94.0,104.0,0.0002,0.0,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,84.0,118.0,0.0002,0.0,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,138.0,150.0,0.0001,0.75,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,0.0,14.0,0.0,0.0,bg
7622,Z-L9RjWBTHg_60.0_210.0,A couple is showing the huge shopping mall,32.0,40.0,0.0,0.0,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,54.0,140.0,0.9999,0.5581395348837209,fg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,146.0,150.0,0.3799,0.09090909090909091,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,134.0,140.0,0.0749,0.13636363636363635,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,56.0,64.0,0.0022,0.16666666666666666,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,16.0,24.0,0.0003,0.0,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,58.0,96.0,0.0002,0.7916666666666666,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,32.0,40.0,0.0001,0.0,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,36.0,150.0,0.0001,0.42105263157894735,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,4.0,10.0,0.0,0.0,bg
2386,74jtgDnsEBU_360.0_510.0,Shirtless man is wearing a comically large hat by a pool.,104.0,114.0,0.0,0.17391304347826086,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,126.0,150.0,1.0,0.7333333333333333,fg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,74.0,84.0,0.0,0.0,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,138.0,148.0,0.0,0.35714285714285715,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,70.0,82.0,0.0,0.0,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,44.0,68.0,0.0,0.0,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,42.0,54.0,0.0,0.0,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,8.0,22.0,0.0,0.0,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,16.0,28.0,0.0,0.0,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,40.0,52.0,0.0,0.0,bg
4178,74jtgDnsEBU_60.0_210.0,Woman hangs out on the balcony and shows the view.,94.0,104.0,0.0,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,52.0,66.0,0.9992,0.5555555555555556,fg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,96.0,106.0,0.0473,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,74.0,80.0,0.0035,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,36.0,46.0,0.0017,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,136.0,150.0,0.0007,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,140.0,150.0,0.0001,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,76.0,84.0,0.0,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,0.0,16.0,0.0,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,40.0,46.0,0.0,0.0,bg
6729,74jtgDnsEBU_210.0_360.0,A woman in a sun hat relaxes in an overflowing pool at the hotel.,56.0,90.0,0.0,0.4117647058823529,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",58.0,122.0,0.9999,0.9090909090909091,fg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",48.0,52.0,0.1843,0.0,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",126.0,130.0,0.0134,0.0,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",14.0,18.0,0.0014,0.0,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",16.0,22.0,0.0007,0.0,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",52.0,80.0,0.0002,0.25,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",102.0,114.0,0.0001,0.1935483870967742,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",0.0,6.0,0.0001,0.0,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",84.0,92.0,0.0,0.12903225806451613,bg
9173,rNPSRSs3reQ_60.0_210.0,"A man wearing a black sweater near a river, talking about bad weather and flooding.",60.0,66.0,0.0,0.0625,bg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,0.0,20.0,0.9982,0.13333333333333333,fg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,24.0,36.0,0.9747,0.08,fg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,16.0,52.0,0.9248,0.24,fg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,48.0,60.0,0.0101,0.08,bg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,6.0,138.0,0.003,0.88,bg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,60.0,72.0,0.0,0.08,bg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,78.0,88.0,0.0,0.06666666666666667,bg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,118.0,130.0,0.0,0.08,bg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,112.0,126.0,0.0,0.09333333333333334,bg
9512,uGPMVvhFSCg_60.0_210.0,A mob of people and polices are fighting against each other.,82.0,110.0,0.0,0.18666666666666668,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,120.0,146.0,0.9997,0.38461538461538464,fg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,6.0,54.0,0.0045,0.0,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,94.0,104.0,0.002,0.0,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,80.0,90.0,0.0016,0.0,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,112.0,126.0,0.0004,0.6666666666666666,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,4.0,120.0,0.0,0.1,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,140.0,148.0,0.0,0.75,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,4.0,22.0,0.0,0.0,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,36.0,44.0,0.0,0.0,bg
3077,RVOg4rk7MRg_210.0_360.0,Girl showing awesome scene from tour,42.0,60.0,0.0,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,106.0,122.0,0.9995,0.6666666666666666,fg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,24.0,38.0,0.0012,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,114.0,124.0,0.0002,0.2,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,70.0,82.0,0.0001,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,44.0,58.0,0.0001,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,74.0,86.0,0.0,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,36.0,48.0,0.0,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,66.0,88.0,0.0,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,122.0,136.0,0.0,0.0,bg
5802,RVOg4rk7MRg_60.0_210.0,A woman puts her hands in Bing Crosby's handprints in front of the Chinese Theater in Hollywood.,14.0,26.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,10.0,32.0,0.9996,0.8181818181818182,fg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,68.0,76.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,4.0,14.0,0.0,0.07692307692307693,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,116.0,126.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,116.0,132.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,34.0,42.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,38.0,50.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,48.0,72.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,66.0,80.0,0.0,0.0,bg
7770,RVOg4rk7MRg_360.0_510.0,Blonde woman gets a glass of fried chicken and fries and eats it.,92.0,104.0,0.0,0.0,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,0.0,150.0,0.9998,0.17333333333333334,fg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,140.0,150.0,0.0006,0.38461538461538464,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,52.0,124.0,0.0002,0.0,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,2.0,22.0,0.0,0.0,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,6.0,66.0,0.0,0.0,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,42.0,50.0,0.0,0.0,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,114.0,132.0,0.0,0.2222222222222222,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,96.0,110.0,0.0,0.0,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,72.0,88.0,0.0,0.0,bg
2323,yeCaAL4uM-U_60.0_210.0,A girl's day routine on a Saturday,58.0,68.0,0.0,0.0,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,18.0,150.0,1.0,0.8484848484848485,fg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,26.0,38.0,0.0012,0.0,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,60.0,102.0,0.0004,0.375,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,118.0,146.0,0.0004,0.25,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,138.0,150.0,0.0003,0.10714285714285714,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,2.0,10.0,0.0,0.0,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,98.0,112.0,0.0,0.125,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,34.0,40.0,0.0,0.017241379310344827,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,56.0,130.0,0.0,0.6607142857142857,bg
3530,yeCaAL4uM-U_360.0_510.0,A girl doing her face make up,44.0,54.0,0.0,0.08928571428571429,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,86.0,106.0,0.9956,0.75,fg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,0.0,12.0,0.4373,0.0,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,0.0,2.0,0.2732,0.0,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,84.0,92.0,0.102,0.36363636363636365,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,120.0,128.0,0.0077,0.0,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,50.0,60.0,0.0,0.0,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,84.0,94.0,0.0,0.45454545454545453,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,22.0,32.0,0.0,0.0,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,136.0,146.0,0.0,0.0,bg
4391,yeCaAL4uM-U_210.0_360.0,Asian woman eats her lunch.,22.0,124.0,0.0,0.21568627450980393,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,0.0,150.0,0.9999,0.26666666666666666,fg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,110.0,126.0,0.0,0.0,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,132.0,142.0,0.0,0.0,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,60.0,90.0,0.0,0.4,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,90.0,108.0,0.0,0.0,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,2.0,14.0,0.0,0.0,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,34.0,48.0,0.0,0.17391304347826086,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,74.0,120.0,0.0,0.075,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,18.0,50.0,0.0,0.16129032258064516,bg
9119,yeCaAL4uM-U_660.0_810.0,A young woman sitting with her legs folded up talks about an activity where they really defined the whole scope of emotions,44.0,60.0,0.0,0.4,bg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,102.0,112.0,0.9863,0.42857142857142855,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,60.0,68.0,0.9858,0.0,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,142.0,148.0,0.976,0.0,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,80.0,86.0,0.9759,0.0,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,120.0,130.0,0.9606,0.0,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,16.0,24.0,0.9374,0.16666666666666666,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,34.0,44.0,0.9006,0.0,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,2.0,6.0,0.8186,0.0,fg
66,IAbAn-MkMH8_360.0_510.0,Graduates pose for the camera.,90.0,96.0,0.7718,0.0,fg
