qid,vid,query,pred_start,pred_end,conf,iou,category
6107,j9NNAmqweOA_210.0_360.0,Man gets a tattoo on his forearm.,80.0,100.0,0.0059,0.15384615384615385,bg
6107,j9NNAmqweOA_210.0_360.0,Man gets a tattoo on his forearm.,110.0,146.0,0.0011,0.27692307692307694,bg
6107,j9NNAmqweOA_210.0_360.0,Man gets a tattoo on his forearm.,90.0,106.0,0.0002,0.12307692307692308,bg
6107,j9NNAmqweOA_210.0_360.0,Man gets a tattoo on his forearm.,140.0,150.0,0.0,0.07692307692307693,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,22.0,38.0,0.9995,0.4444444444444444,fg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,42.0,56.0,0.0005,0.3888888888888889,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,122.0,142.0,0.0003,0.0,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,82.0,90.0,0.0002,0.0,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,70.0,82.0,0.0002,0.0,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,8.0,16.0,0.0002,0.0,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,38.0,44.0,0.0002,0.16666666666666666,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,74.0,98.0,0.0002,0.0,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,134.0,146.0,0.0,0.0,bg
7223,j9NNAmqweOA_660.0_810.0,A woman is showing her blue luxury handbag.,96.0,108.0,0.0,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,132.0,150.0,0.9997,0.8888888888888888,fg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,112.0,118.0,0.0025,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,4.0,18.0,0.0013,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,88.0,98.0,0.0004,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,28.0,36.0,0.0004,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,6.0,14.0,0.0003,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,72.0,88.0,0.0001,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,86.0,90.0,0.0001,0.0,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,144.0,150.0,0.0001,0.375,bg
7533,j9NNAmqweOA_510.0_660.0,Woman loads clothes into a suitcase.,42.0,50.0,0.0,0.0,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,0.0,34.0,0.9998,0.9444444444444444,fg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,34.0,38.0,0.0024,0.05263157894736842,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,40.0,46.0,0.0021,0.0,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,76.0,86.0,0.0003,0.0,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,68.0,74.0,0.0002,0.0,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,48.0,74.0,0.0001,0.0,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,110.0,116.0,0.0001,0.0,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,4.0,12.0,0.0,0.2222222222222222,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,88.0,94.0,0.0,0.0,bg
7691,j9NNAmqweOA_360.0_510.0,Man gets a tattoo on his hand.,124.0,134.0,0.0,0.0,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,2.0,150.0,0.9985,0.8783783783783784,fg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,18.0,50.0,0.0497,0.22727272727272727,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,0.0,8.0,0.0035,0.0,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,60.0,148.0,0.0014,0.676923076923077,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,124.0,148.0,0.0001,0.18461538461538463,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,34.0,46.0,0.0001,0.09230769230769231,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,54.0,66.0,0.0001,0.09230769230769231,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,88.0,106.0,0.0,0.13846153846153847,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,76.0,94.0,0.0,0.13846153846153847,bg
8028,j9NNAmqweOA_210.0_360.0,Man is getting a tattoo on their forearm.,136.0,150.0,0.0,0.1076923076923077,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,0.0,150.0,0.9999,0.21333333333333335,fg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,126.0,148.0,0.0023,0.0,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,60.0,146.0,0.0011,0.0,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,0.0,8.0,0.0004,0.25,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,16.0,58.0,0.0003,0.27586206896551724,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,142.0,150.0,0.0003,0.0,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,54.0,70.0,0.0,0.0,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,90.0,102.0,0.0,0.0,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,38.0,52.0,0.0,0.0,bg
1571,KRHEqswrh9I_210.0_360.0,Girl trying new product and giving review on,76.0,90.0,0.0,0.0,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,2.0,58.0,0.9982,0.5862068965517241,fg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,0.0,20.0,0.9324,0.5555555555555556,fg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,64.0,68.0,0.0026,0.5,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,44.0,52.0,0.0025,0.36363636363636365,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,40.0,48.0,0.0016,0.36363636363636365,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,118.0,122.0,0.0006,0.0,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,58.0,74.0,0.0004,0.125,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,138.0,144.0,0.0003,0.0,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,94.0,98.0,0.0002,0.0,bg
2469,KRHEqswrh9I_60.0_210.0,Girl having some healthy breakfast,52.0,84.0,0.0,0.22727272727272727,bg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,8.0,28.0,0.9988,0.9,fg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,52.0,60.0,0.7115,0.0,fg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,0.0,6.0,0.7067,0.0,fg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,30.0,36.0,0.5272,0.0,fg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,80.0,92.0,0.1131,0.0,bg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,106.0,112.0,0.0077,0.0,bg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,76.0,92.0,0.0014,0.0,bg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,48.0,84.0,0.0006,0.0,bg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,130.0,140.0,0.0004,0.0,bg
4973,KRHEqswrh9I_360.0_510.0,A woman in white is holding up a black swewater with white stars on it.,142.0,150.0,0.0001,0.0,bg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,56.0,148.0,0.9964,0.7659574468085106,fg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,0.0,14.0,0.8936,0.0,fg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,0.0,38.0,0.813,0.0,fg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,110.0,150.0,0.3273,0.5405405405405406,bg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,0.0,144.0,0.0072,0.4533333333333333,bg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,140.0,150.0,0.0046,0.13513513513513514,bg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,54.0,62.0,0.0029,0.0,bg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,34.0,44.0,0.0004,0.0,bg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,96.0,106.0,0.0002,0.13513513513513514,bg
8298,KRHEqswrh9I_510.0_660.0,A woman talks in the mirror wearing a black to with white stars.,70.0,92.0,0.0002,0.2,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,130.0,150.0,0.9951,0.9090909090909091,fg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,22.0,150.0,0.0017,0.171875,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,8.0,20.0,0.0003,0.0,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,46.0,62.0,0.0001,0.0,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,6.0,22.0,0.0001,0.0,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,70.0,86.0,0.0,0.0,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,86.0,94.0,0.0,0.0,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,38.0,52.0,0.0,0.0,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,140.0,150.0,0.0,0.45454545454545453,bg
8315,KRHEqswrh9I_660.0_810.0,a woman addresses the camera while driving,84.0,96.0,0.0,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,0.0,28.0,0.9531,0.8571428571428571,fg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,122.0,148.0,0.1654,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,80.0,102.0,0.1611,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,44.0,76.0,0.0155,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,28.0,116.0,0.001,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,76.0,110.0,0.0004,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,96.0,118.0,0.0003,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,134.0,148.0,0.0001,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,28.0,46.0,0.0001,0.0,bg
9471,kiSm0Nuqomg_60.0_210.0,A black man is being escorted from a black SUV on the side of the road by police officers.,6.0,18.0,0.0,0.5,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,0.0,26.0,0.9972,0.9285714285714286,fg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,4.0,146.0,0.007,0.1643835616438356,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,0.0,10.0,0.0054,0.35714285714285715,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,144.0,150.0,0.0003,0.0,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,122.0,132.0,0.0002,0.0,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,88.0,94.0,0.0001,0.0,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,62.0,102.0,0.0001,0.0,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,46.0,54.0,0.0001,0.0,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,30.0,36.0,0.0001,0.0,bg
2448,AVErftnrqwY_210.0_360.0,A guy eating food on his couch,94.0,102.0,0.0,0.0,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,94.0,150.0,0.9894,0.0,fg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,4.0,30.0,0.9873,0.65,fg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,80.0,92.0,0.0145,0.0,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,52.0,70.0,0.0025,0.0,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,0.0,10.0,0.0018,0.25,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,64.0,146.0,0.0006,0.0,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,36.0,46.0,0.0003,0.08695652173913043,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,8.0,128.0,0.0002,0.25,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,134.0,150.0,0.0,0.0,bg
6252,AVErftnrqwY_60.0_210.0,Man stands behind a counter with a large plate of food.,76.0,92.0,0.0,0.0,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,106.0,150.0,0.9993,0.3181818181818182,fg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,80.0,104.0,0.9469,0.0,fg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,98.0,104.0,0.004,0.0,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,6.0,32.0,0.0015,0.0,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,76.0,148.0,0.0015,0.19444444444444445,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,66.0,74.0,0.0013,0.0,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,2.0,12.0,0.0003,0.0,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,38.0,48.0,0.0001,0.0,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,30.0,104.0,0.0001,0.0,bg
7367,AVErftnrqwY_660.0_810.0,A man in black top is showing his black and white shorts from a backpack.,142.0,150.0,0.0001,0.0,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,120.0,138.0,0.8661,0.17142857142857143,fg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,0.0,18.0,0.4231,0.0,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,92.0,108.0,0.0101,0.25,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,52.0,78.0,0.003,0.125,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,96.0,120.0,0.0013,0.375,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,38.0,58.0,0.0004,0.0,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,4.0,14.0,0.0004,0.0,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,54.0,114.0,0.0002,0.5897435897435898,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,82.0,104.0,0.0001,0.34375,bg
8792,AVErftnrqwY_510.0_660.0,a man holding a coffee mug.,142.0,150.0,0.0001,0.0,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,46.0,138.0,0.9996,0.8478260869565217,fg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,16.0,38.0,0.7557,0.42857142857142855,fg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,0.0,6.0,0.068,0.0,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,120.0,142.0,0.0113,0.06382978723404255,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,146.0,150.0,0.0021,0.0,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,0.0,138.0,0.0019,0.5652173913043478,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,56.0,112.0,0.0014,0.717948717948718,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,44.0,52.0,0.0005,0.04878048780487805,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,38.0,46.0,0.0003,0.3,bg
1959,FdMI99a1TZE_360.0_510.0,Girls are enjoying drinks and meal at hotel,84.0,100.0,0.0,0.20512820512820512,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,120.0,138.0,0.9979,0.6,fg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,116.0,124.0,0.0321,0.375,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,88.0,98.0,0.0004,0.0,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,90.0,94.0,0.0003,0.0,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,4.0,18.0,0.0002,0.0,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,76.0,90.0,0.0002,0.0,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,34.0,46.0,0.0002,0.0,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,8.0,18.0,0.0001,0.0,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,140.0,148.0,0.0001,0.0,bg
5613,FdMI99a1TZE_60.0_210.0,A woman is examining a grilled cheese sandwich that she ordered.,48.0,58.0,0.0,0.0,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,80.0,96.0,0.9996,0.375,fg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,66.0,76.0,0.3458,0.8,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,104.0,110.0,0.0109,0.0,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,90.0,98.0,0.0008,0.0,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,70.0,84.0,0.0004,0.375,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,44.0,50.0,0.0003,0.0,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,6.0,20.0,0.0002,0.0,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,126.0,132.0,0.0002,0.0,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,6.0,18.0,0.0001,0.0,bg
5644,FdMI99a1TZE_210.0_360.0,Woman does her beauty routine in the mirror.,136.0,144.0,0.0,0.0,bg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,44.0,70.0,0.9929,0.48148148148148145,fg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,94.0,150.0,0.9413,0.4642857142857143,fg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,64.0,96.0,0.8863,0.5925925925925926,fg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,0.0,6.0,0.6631,0.0,fg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,38.0,46.0,0.4669,0.06896551724137931,bg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,12.0,20.0,0.2127,0.0,bg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,90.0,108.0,0.0287,0.35714285714285715,bg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,54.0,150.0,0.0195,0.3888888888888889,bg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,142.0,150.0,0.0005,0.3076923076923077,bg
939,WEpnzfufxJQ_360.0_510.0,Masked man walks around a city.,26.0,96.0,0.0002,0.7714285714285715,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,74.0,92.0,0.9986,0.8,fg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,0.0,18.0,0.989,0.8181818181818182,fg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,130.0,150.0,0.3329,0.5,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,104.0,108.0,0.0117,0.0,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,60.0,64.0,0.0031,0.0,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,94.0,102.0,0.0015,0.0,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,20.0,26.0,0.0009,0.07692307692307693,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,58.0,80.0,0.0002,0.1111111111111111,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,2.0,8.0,0.0002,0.2727272727272727,bg
5378,WEpnzfufxJQ_60.0_210.0,Masked man walks down the street at night.,142.0,150.0,0.0002,0.0,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,4.0,30.0,0.986,0.16,fg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,80.0,100.0,0.7366,0.0,fg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,48.0,66.0,0.0647,0.13636363636363635,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,102.0,114.0,0.0399,0.0,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,28.0,36.0,0.0014,0.25,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,80.0,98.0,0.0006,0.0,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,38.0,98.0,0.0005,0.21052631578947367,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,124.0,138.0,0.0001,0.0,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,134.0,146.0,0.0001,0.0,bg
6798,WEpnzfufxJQ_210.0_360.0,A man is looking at tree like pillars decorated with yellow lights.,6.0,14.0,0.0001,0.0,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,58.0,74.0,0.9926,0.0,fg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,46.0,54.0,0.2974,0.0,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,84.0,98.0,0.0307,0.0,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,62.0,110.0,0.0016,0.0,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,10.0,20.0,0.0008,0.25,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,14.0,22.0,0.0002,0.26666666666666666,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,68.0,82.0,0.0002,0.0,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,120.0,132.0,0.0001,0.0,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,134.0,144.0,0.0,0.0,bg
9035,WEpnzfufxJQ_660.0_810.0,Man points out different areas in a square.,88.0,100.0,0.0,0.0,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,98.0,124.0,0.9912,0.42857142857142855,fg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,80.0,104.0,0.931,0.26666666666666666,fg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,132.0,138.0,0.3502,0.0,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,106.0,124.0,0.0015,0.14285714285714285,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,146.0,150.0,0.0007,0.0,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,8.0,20.0,0.0002,0.0,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,60.0,82.0,0.0001,0.0,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,74.0,82.0,0.0001,0.0,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,4.0,16.0,0.0001,0.0,bg
5568,eGBKPpkSoM0_210.0_360.0,A woman applies makeup while sitting in a car.,38.0,46.0,0.0,0.0,bg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,74.0,94.0,0.9963,0.0,fg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,54.0,82.0,0.0612,0.0,bg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,8.0,24.0,0.0489,0.0,bg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,108.0,116.0,0.0058,0.0,bg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,28.0,40.0,0.0032,0.625,bg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,134.0,142.0,0.0025,0.0,bg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,80.0,92.0,0.0008,0.0,bg
6469,eGBKPpkSoM0_60.0_210.0,A modal is taking pictures with her fans,140.0,150.0,0.0002,0.0,bg
